symbol,baseCoin,granularity,profile,lookback_days,bars,trades,wins,losses,win_rate_pct,profit_factor,gross_profit_pct,gross_loss_pct,avg_trade_pct,avg_win_pct,avg_loss_pct,expectancy_pct,max_drawdown_pct,net_return_pct,quality_score,last_close,trend_state,last_signal,last_bar_utc
WLDUSDT,WLD,4H,Base TV,365,441,5,4,1,80.0,7.1737,40.6056,-5.6604,6.989,10.1514,-5.6604,6.989,-5.6604,38.3548,25.347,0.366,SHORT,NONE,2026-03-13T00:00:00+00:00
PIPPINUSDT,PIPPIN,4H,Base TV,365,441,4,4,0,100.0,inf,39.2655,0.0,9.8164,9.8164,0.0,9.8164,0.0,44.5317,20.0,0.35781,SHORT,NONE,2026-03-13T00:00:00+00:00
AKTUSDT,AKT,4H,Base TV,365,441,4,3,1,75.0,7.2205,43.3232,-6.0,9.3308,14.4411,-6.0,9.3308,-6.0,40.8208,18.0512,0.4751,LONG,NONE,2026-03-13T00:00:00+00:00
FLUIDUSDT,FLUID,4H,Base TV,365,441,4,3,1,75.0,6.854,41.1243,-6.0,8.7811,13.7081,-6.0,8.7811,-6.0,38.0956,17.135,2.266,SHORT,NONE,2026-03-13T00:00:00+00:00
CTCUSDT,CTC,4H,Base TV,365,441,3,3,0,100.0,inf,5.8301,0.0,1.9434,1.9434,0.0,1.9434,0.0,5.944,15.0,0.1566,LONG,NONE,2026-03-13T00:00:00+00:00
EULUSDT,EUL,4H,Base TV,365,441,3,3,0,100.0,inf,33.3147,0.0,11.1049,11.1049,0.0,11.1049,0.0,36.4198,15.0,0.94,SHORT,NONE,2026-03-13T00:00:00+00:00
GLMUSDT,GLM,4H,Base TV,365,441,3,3,0,100.0,inf,21.1365,0.0,7.0455,7.0455,0.0,7.0455,0.0,21.8572,15.0,0.1282,SHORT,NONE,2026-03-13T00:00:00+00:00
TRXUSDT,TRX,4H,Base TV,365,441,3,3,0,100.0,inf,10.9165,0.0,3.6388,3.6388,0.0,3.6388,0.0,11.2512,15.0,0.29017,LONG,NONE,2026-03-13T00:00:00+00:00
ADAUSDT,ADA,4H,Base TV,365,441,4,3,1,75.0,4.6796,26.4884,-5.6604,5.207,8.8295,-5.6604,5.207,-5.6604,20.9903,12.4009,0.2706,LONG,NONE,2026-03-13T00:00:00+00:00
1000RATSUSDT,1000RATS,4H,Base TV,365,441,2,2,0,100.0,inf,28.1664,0.0,14.0832,14.0832,0.0,14.0832,0.0,30.1498,10.0,0.04994,SHORT,NONE,2026-03-13T00:00:00+00:00
AERGOUSDT,AERGO,4H,Base TV,365,441,2,2,0,100.0,inf,3.81,0.0,1.905,1.905,0.0,1.905,0.0,3.8463,10.0,0.05491,LONG,NONE,2026-03-13T00:00:00+00:00
B3USDT,B3,4H,Base TV,365,441,2,2,0,100.0,inf,11.0501,0.0,5.525,5.525,0.0,5.525,0.0,11.2325,10.0,0.0004045,LONG,NONE,2026-03-13T00:00:00+00:00
CHZUSDT,CHZ,4H,Base TV,365,441,2,2,0,100.0,inf,19.1164,0.0,9.5582,9.5582,0.0,9.5582,0.0,19.4443,10.0,0.03749,LONG,NONE,2026-03-13T00:00:00+00:00
BRUSDT,BR,4H,Base TV,365,441,2,2,0,100.0,inf,28.9371,0.0,14.4686,14.4686,0.0,14.4686,0.0,31.0291,10.0,0.05793,SHORT,NONE,2026-03-13T00:00:00+00:00
CLANKERUSDT,CLANKER,4H,Base TV,365,441,2,2,0,100.0,inf,16.1033,0.0,8.0516,8.0516,0.0,8.0516,0.0,16.3877,10.0,27.0,SHORT,NONE,2026-03-13T00:00:00+00:00
DRIFTUSDT,DRIFT,4H,Base TV,365,441,2,2,0,100.0,inf,19.1164,0.0,9.5582,9.5582,0.0,9.5582,0.0,19.4443,10.0,0.0815,SHORT,NONE,2026-03-13T00:00:00+00:00
GRASSUSDT,GRASS,4H,Base TV,365,441,2,2,0,100.0,inf,25.7868,0.0,12.8934,12.8934,0.0,12.8934,0.0,27.435,10.0,0.3703,LONG,NONE,2026-03-13T00:00:00+00:00
HOLOUSDT,HOLO,4H,Base TV,365,441,2,2,0,100.0,inf,14.4924,0.0,7.2462,7.2462,0.0,7.2462,0.0,14.7322,10.0,0.05882,SHORT,NONE,2026-03-13T00:00:00+00:00
ICPUSDT,ICP,4H,Base TV,365,441,2,2,0,100.0,inf,7.4801,0.0,3.74,3.74,0.0,3.74,0.0,7.5903,10.0,2.696,LONG,NONE,2026-03-13T00:00:00+00:00
JSTUSDT,JST,4H,Base TV,365,441,2,2,0,100.0,inf,12.8144,0.0,6.4072,6.4072,0.0,6.4072,0.0,13.2211,10.0,0.05385,LONG,NONE,2026-03-13T00:00:00+00:00
KAITOUSDT,KAITO,4H,Base TV,365,441,2,2,0,100.0,inf,3.9251,0.0,1.9625,1.9625,0.0,1.9625,0.0,3.9635,10.0,0.3625,SHORT,NONE,2026-03-13T00:00:00+00:00
NEARUSDT,NEAR,4H,Base TV,365,441,2,2,0,100.0,inf,7.713,0.0,3.8565,3.8565,0.0,3.8565,0.0,7.8361,10.0,1.3899,LONG,NONE,2026-03-13T00:00:00+00:00
NOMUSDT,NOM,4H,Base TV,365,441,2,2,0,100.0,inf,31.2946,0.0,15.6473,15.6473,0.0,15.6473,0.0,33.7186,10.0,0.003475,SHORT,NONE,2026-03-13T00:00:00+00:00
PIUSDT,PI,4H,Base TV,365,441,2,2,0,100.0,inf,3.9251,0.0,1.9625,1.9625,0.0,1.9625,0.0,3.9635,10.0,0.2895,LONG,NONE,2026-03-13T00:00:00+00:00
RESOLVUSDT,RESOLV,4H,Base TV,365,441,2,2,0,100.0,inf,12.525,0.0,6.2625,6.2625,0.0,6.2625,0.0,12.7372,10.0,0.09701,SHORT,NONE,2026-03-13T00:00:00+00:00
STOUSDT,STO,4H,Base TV,365,441,2,2,0,100.0,inf,11.0501,0.0,5.525,5.525,0.0,5.525,0.0,11.2325,10.0,0.06722,LONG,NONE,2026-03-13T00:00:00+00:00
SXTUSDT,SXT,4H,Base TV,365,441,2,2,0,100.0,inf,13.8101,0.0,6.9051,6.9051,0.0,6.9051,0.0,14.2799,10.0,0.0188,LONG,NONE,2026-03-13T00:00:00+00:00
UNIUSDT,UNI,4H,Base TV,365,441,2,2,0,100.0,inf,19.1164,0.0,9.5582,9.5582,0.0,9.5582,0.0,19.4443,10.0,3.988,SHORT,NONE,2026-03-13T00:00:00+00:00
WIFUSDT,WIF,4H,Base TV,365,441,2,2,0,100.0,inf,21.7436,0.0,10.8718,10.8718,0.0,10.8718,0.0,22.8225,10.0,0.1719,SHORT,NONE,2026-03-13T00:00:00+00:00
STXUSDT,STX,4H,Base TV,365,441,4,3,1,75.0,3.6757,22.0541,-6.0,4.0135,7.3514,-6.0,4.0135,-6.0,15.91,9.1893,0.2577,SHORT,NONE,2026-03-13T00:00:00+00:00
CETUSUSDT,CETUS,4H,Base TV,365,441,3,2,1,66.6667,4.2997,24.3377,-5.6604,6.2258,12.1688,-5.6604,6.2258,-5.6604,18.6621,7.5961,0.01779,LONG,NONE,2026-03-13T00:00:00+00:00
APEUSDT,APE,4H,Base TV,365,441,3,2,1,66.6667,3.9301,22.246,-5.6604,5.5285,11.123,-5.6604,5.5285,-5.6604,16.4244,6.9432,0.0994,SHORT,NONE,2026-03-13T00:00:00+00:00
TRUMPUSDT,TRUMP,4H,Base TV,365,441,3,2,1,66.6667,4.1103,24.6616,-6.0,6.2205,12.3308,-6.0,6.2205,-6.0,18.3873,6.8505,2.95,SHORT,NONE,2026-03-13T00:00:00+00:00
THEUSDT,THE,4H,Base TV,365,441,3,2,1,66.6667,3.9328,23.5967,-6.0,5.8656,11.7984,-6.0,5.8656,-6.0,17.4795,6.5547,0.2771,LONG,NONE,2026-03-13T00:00:00+00:00
PUFFERUSDT,PUFFER,4H,Base TV,365,441,3,2,1,66.6667,3.7786,22.6714,-6.0,5.5571,11.3357,-6.0,5.5571,-6.0,16.1945,6.2977,0.03172,LONG,NONE,2026-03-13T00:00:00+00:00
ENAUSDT,ENA,4H,Base TV,365,441,3,2,1,66.6667,3.3772,19.1164,-5.6604,4.4854,9.5582,-5.6604,4.4854,-5.6604,12.6833,5.9664,0.1089,SHORT,NONE,2026-03-13T00:00:00+00:00
ETHUSDT,ETH,4H,Base TV,365,441,3,2,1,66.6667,3.3772,19.1164,-5.6604,4.4854,9.5582,-5.6604,4.4854,-5.6604,12.6833,5.9664,2127.2,LONG,NONE,2026-03-13T00:00:00+00:00
STABLEUSDT,STABLE,4H,Base TV,365,441,3,2,1,66.6667,3.3772,19.1164,-5.6604,4.4854,9.5582,-5.6604,4.4854,-5.6604,12.6833,5.9664,0.02904,SHORT,NONE,2026-03-13T00:00:00+00:00
SFPUSDT,SFP,4H,Base TV,365,441,3,2,1,66.6667,3.3122,18.7484,-5.6604,4.3627,9.3742,-5.6604,4.3627,-5.6604,12.2764,5.8515,0.2793,LONG,NONE,2026-03-13T00:00:00+00:00
0GUSDT,0G,4H,Base TV,365,441,1,1,0,100.0,inf,14.0832,0.0,14.0832,14.0832,0.0,14.0832,0.0,14.0832,5.0,0.5888,SHORT,NONE,2026-03-13T00:00:00+00:00
AINUSDT,AIN,4H,Base TV,365,441,1,1,0,100.0,inf,1.905,0.0,1.905,1.905,0.0,1.905,0.0,1.905,5.0,0.05496,LONG,NONE,2026-03-13T00:00:00+00:00
AIXBTUSDT,AIXBT,4H,Base TV,365,441,1,1,0,100.0,inf,1.905,0.0,1.905,1.905,0.0,1.905,0.0,1.905,5.0,0.028,LONG,NONE,2026-03-13T00:00:00+00:00
API3USDT,API3,4H,Base TV,365,441,1,1,0,100.0,inf,4.6556,0.0,4.6556,4.6556,0.0,4.6556,0.0,4.6556,5.0,0.2938,LONG,NONE,2026-03-13T00:00:00+00:00
ARUSDT,AR,4H,Base TV,365,441,1,1,0,100.0,inf,1.905,0.0,1.905,1.905,0.0,1.905,0.0,1.905,5.0,1.896,LONG,NONE,2026-03-13T00:00:00+00:00
ASTERUSDT,ASTER,4H,Base TV,365,441,1,1,0,100.0,inf,14.0832,0.0,14.0832,14.0832,0.0,14.0832,0.0,14.0832,5.0,0.7101,LONG,NONE,2026-03-13T00:00:00+00:00
ATOMUSDT,ATOM,4H,Base TV,365,441,1,1,0,100.0,inf,14.0832,0.0,14.0832,14.0832,0.0,14.0832,0.0,14.0832,5.0,1.843,LONG,NONE,2026-03-13T00:00:00+00:00
BANANAS31USDT,BANANAS31,4H,Base TV,365,441,1,1,0,100.0,inf,1.905,0.0,1.905,1.905,0.0,1.905,0.0,1.905,5.0,0.007866,LONG,NONE,2026-03-13T00:00:00+00:00
BEAMUSDT,BEAM,4H,Base TV,365,441,1,1,0,100.0,inf,10.3754,0.0,10.3754,10.3754,0.0,10.3754,0.0,10.3754,5.0,0.002023,LONG,NONE,2026-03-13T00:00:00+00:00
CHILLGUYUSDT,CHILLGUY,4H,Base TV,365,441,1,1,0,100.0,inf,2.0201,0.0,2.0201,2.0201,0.0,2.0201,0.0,2.0201,5.0,0.00988,SHORT,NONE,2026-03-13T00:00:00+00:00
COMPUSDT,COMP,4H,Base TV,365,441,1,1,0,100.0,inf,13.2474,0.0,13.2474,13.2474,0.0,13.2474,0.0,13.2474,5.0,18.17,LONG,NONE,2026-03-13T00:00:00+00:00
COOKIEUSDT,COOKIE,4H,Base TV,365,441,1,1,0,100.0,inf,1.905,0.0,1.905,1.905,0.0,1.905,0.0,1.905,5.0,0.0202,SHORT,NONE,2026-03-13T00:00:00+00:00
DIAUSDT,DIA,4H,Base TV,365,441,1,1,0,100.0,inf,14.0832,0.0,14.0832,14.0832,0.0,14.0832,0.0,14.0832,5.0,0.1928,LONG,NONE,2026-03-13T00:00:00+00:00
DOLOUSDT,DOLO,4H,Base TV,365,441,1,1,0,100.0,inf,2.0201,0.0,2.0201,2.0201,0.0,2.0201,0.0,2.0201,5.0,0.03558,LONG,NONE,2026-03-13T00:00:00+00:00
DOTUSDT,DOT,4H,Base TV,365,441,1,1,0,100.0,inf,14.0832,0.0,14.0832,14.0832,0.0,14.0832,0.0,14.0832,5.0,1.537,LONG,NONE,2026-03-13T00:00:00+00:00
DYMUSDT,DYM,4H,Base TV,365,441,1,1,0,100.0,inf,10.2198,0.0,10.2198,10.2198,0.0,10.2198,0.0,10.2198,5.0,0.03568,SHORT,NONE,2026-03-13T00:00:00+00:00
FFUSDT,FF,4H,Base TV,365,441,1,1,0,100.0,inf,4.7002,0.0,4.7002,4.7002,0.0,4.7002,0.0,4.7002,5.0,0.07451,LONG,NONE,2026-03-13T00:00:00+00:00
FLUXUSDT,FLUX,4H,Base TV,365,441,1,1,0,100.0,inf,2.0201,0.0,2.0201,2.0201,0.0,2.0201,0.0,2.0201,5.0,0.05766,LONG,NONE,2026-03-13T00:00:00+00:00
FORMUSDT,FORM,4H,Base TV,365,441,1,1,0,100.0,inf,2.0201,0.0,2.0201,2.0201,0.0,2.0201,0.0,2.0201,5.0,0.2967,SHORT,NONE,2026-03-13T00:00:00+00:00
HFTUSDT,HFT,4H,Base TV,365,441,1,1,0,100.0,inf,1.905,0.0,1.905,1.905,0.0,1.905,0.0,1.905,5.0,0.01549,LONG,NONE,2026-03-13T00:00:00+00:00
HOMEUSDT,HOME,4H,Base TV,365,441,1,1,0,100.0,inf,1.905,0.0,1.905,1.905,0.0,1.905,0.0,1.905,5.0,0.02285,SHORT,NONE,2026-03-13T00:00:00+00:00
HOTUSDT,HOT,4H,Base TV,365,441,1,1,0,100.0,inf,10.4599,0.0,10.4599,10.4599,0.0,10.4599,0.0,10.4599,5.0,0.000411,SHORT,NONE,2026-03-13T00:00:00+00:00
ICNTUSDT,ICNT,4H,Base TV,365,441,1,1,0,100.0,inf,1.905,0.0,1.905,1.905,0.0,1.905,0.0,1.905,5.0,0.3747,LONG,NONE,2026-03-13T00:00:00+00:00
IOTXUSDT,IOTX,4H,Base TV,365,441,1,1,0,100.0,inf,7.1549,0.0,7.1549,7.1549,0.0,7.1549,0.0,7.1549,5.0,0.00531,LONG,NONE,2026-03-13T00:00:00+00:00
KERNELUSDT,KERNEL,4H,Base TV,365,441,1,1,0,100.0,inf,9.03,0.0,9.03,9.03,0.0,9.03,0.0,9.03,5.0,0.09763,LONG,NONE,2026-03-13T00:00:00+00:00
KITEUSDT,KITE,4H,Base TV,365,441,1,1,0,100.0,inf,5.46,0.0,5.46,5.46,0.0,5.46,0.0,5.46,5.0,0.24518,SHORT,NONE,2026-03-13T00:00:00+00:00
KMNOUSDT,KMNO,4H,Base TV,365,441,1,1,0,100.0,inf,9.9532,0.0,9.9532,9.9532,0.0,9.9532,0.0,9.9532,5.0,0.01976,SHORT,NONE,2026-03-13T00:00:00+00:00
LITUSDT,LIT,4H,Base TV,365,374,1,1,0,100.0,inf,1.905,0.0,1.905,1.905,0.0,1.905,0.0,1.905,5.0,1.172,LONG,NONE,2026-03-13T00:00:00+00:00
MEMEUSDT,MEME,4H,Base TV,365,441,1,1,0,100.0,inf,2.0201,0.0,2.0201,2.0201,0.0,2.0201,0.0,2.0201,5.0,0.0006157,LONG,NONE,2026-03-13T00:00:00+00:00
MEUSDT,ME,4H,Base TV,365,441,1,1,0,100.0,inf,17.2114,0.0,17.2114,17.2114,0.0,17.2114,0.0,17.2114,5.0,0.1142,SHORT,NONE,2026-03-13T00:00:00+00:00
MMTUSDT,MMT,4H,Base TV,365,441,1,1,0,100.0,inf,9.03,0.0,9.03,9.03,0.0,9.03,0.0,9.03,5.0,0.1308,LONG,NONE,2026-03-13T00:00:00+00:00
MOCAUSDT,MOCA,4H,Base TV,365,441,1,1,0,100.0,inf,1.905,0.0,1.905,1.905,0.0,1.905,0.0,1.905,5.0,0.01444,SHORT,NONE,2026-03-13T00:00:00+00:00
MORPHOUSDT,MORPHO,4H,Base TV,365,441,1,1,0,100.0,inf,8.9606,0.0,8.9606,8.9606,0.0,8.9606,0.0,8.9606,5.0,1.9975,LONG,NONE,2026-03-13T00:00:00+00:00
MOVRUSDT,MOVR,4H,Base TV,365,441,1,1,0,100.0,inf,8.1976,0.0,8.1976,8.1976,0.0,8.1976,0.0,8.1976,5.0,1.268,SHORT,NONE,2026-03-13T00:00:00+00:00
NAORISUSDT,NAORIS,4H,Base TV,365,441,1,1,0,100.0,inf,14.0832,0.0,14.0832,14.0832,0.0,14.0832,0.0,14.0832,5.0,0.05947,LONG,NONE,2026-03-13T00:00:00+00:00
OGUSDT,OG,4H,Base TV,365,441,1,1,0,100.0,inf,14.0832,0.0,14.0832,14.0832,0.0,14.0832,0.0,14.0832,5.0,2.9484,LONG,NONE,2026-03-13T00:00:00+00:00
OGNUSDT,OGN,4H,Base TV,365,441,1,1,0,100.0,inf,6.0659,0.0,6.0659,6.0659,0.0,6.0659,0.0,6.0659,5.0,0.02631,LONG,NONE,2026-03-13T00:00:00+00:00
PHBUSDT,PHB,4H,Base TV,365,441,1,1,0,100.0,inf,7.902,0.0,7.902,7.902,0.0,7.902,0.0,7.902,5.0,0.1528,SHORT,NONE,2026-03-13T00:00:00+00:00
PORTALUSDT,PORTAL,4H,Base TV,365,441,1,1,0,100.0,inf,7.3309,0.0,7.3309,7.3309,0.0,7.3309,0.0,7.3309,5.0,0.01247,LONG,NONE,2026-03-13T00:00:00+00:00
QUSDT,Q,4H,Base TV,365,441,1,1,0,100.0,inf,14.0832,0.0,14.0832,14.0832,0.0,14.0832,0.0,14.0832,5.0,0.013414,SHORT,NONE,2026-03-13T00:00:00+00:00
REDUSDT,RED,4H,Base TV,365,441,1,1,0,100.0,inf,12.4345,0.0,12.4345,12.4345,0.0,12.4345,0.0,12.4345,5.0,0.1303,SHORT,NONE,2026-03-13T00:00:00+00:00
RIVERUSDT,RIVER,4H,Base TV,365,441,1,1,0,100.0,inf,1.905,0.0,1.905,1.905,0.0,1.905,0.0,1.905,5.0,18.747,LONG,NONE,2026-03-13T00:00:00+00:00
SIGNUSDT,SIGN,4H,Base TV,365,441,1,1,0,100.0,inf,2.0201,0.0,2.0201,2.0201,0.0,2.0201,0.0,2.0201,5.0,0.04671,SHORT,NONE,2026-03-13T00:00:00+00:00
SNXUSDT,SNX,4H,Base TV,365,441,1,1,0,100.0,inf,10.3397,0.0,10.3397,10.3397,0.0,10.3397,0.0,10.3397,5.0,0.3162,LONG,NONE,2026-03-13T00:00:00+00:00
